id,name,Status,Release_Date,Genre,Language,Director,Color,Censor_Details,Censor_Dates,Censor_Certificate_No,Runtime,Certification,Length_in_metres,Banner,Music_Company,Studio,Shooting_Location
54360,Bhool Bhulaiyaa,{},12 Oct 2007,"Comedy, Thriller",Hindi,Priyadarshan,C,{},1 Oct 2007,CIL/2/101/2007,142 Minutes,U/A,4501.2,T-Series Super Cassettes Industries Ltd.,T-Series,,""
538503,Bhagam Bhag,{},22 Dec 2006,Comedy,Hindi,Priyadarshan,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,K Sera Sera|Popcorn Motion Pictures|Shree Ashtavinayak Cinevision Ltd,T-Series,,""
534777,Hatya - The Murderer,{},15 Oct 2004,"Action, Fantasy",Hindi,Kader Kashmiri,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Swastik Pictures,"","",""
54557,Mujhse Shaadi Karogi,{},30 Jul 2004,"Comedy, Romance",Hindi,David Dhawan,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,Nadiadwala Grandson Entertainment,T-Series,"",""
539473,Jaanwar,{},23 Dec 1999,{},Hindi,Suneel Darshan,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"",Venus Records & Tapes,"",""
54611,Zulmi,{},16 Apr 1999,{},Hindi,Kuku Kohli,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
200444,Aarzoo,{},19 Mar 1999,"Drama, Action, Romance, Musical",Hindi,Lawrence D'Souza,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
508272,Taraazu,{},1 Aug 1997,"Patriotic, Children",Hindi,Vimal Kumar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Time Audio,"",""
533191,Khiladiyon Ka Khiladi,{},14 Jun 1996,"Action, Thriller",Hindi,Umesh Mehra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
508499,Tu Chor Main Sipahi,{},10 May 1996,"Comedy, Drama, Action",Hindi,Guddu Dhanoa,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Venus Records & Tapes,"",""
201921,Sabse Bada Khiladi,{},6 Sep 1995,"Action, Suspense, Thriller",Hindi,Umesh Mehra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Time Audio,"",""
507935,Nazar Ke Samne,{},2 Jun 1995,"Suspense, Thriller",Hindi,Jagdish Sharma,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
507942,Maidan-E-Jung,{},14 Apr 1995,"Drama, Action, Crime",Hindi,K C Bokadia,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Devyank Arts,"","",""
534892,Hum Hain Bemisal,{},16 Dec 1994,Action,Hindi,Deepak Bahry,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
540588,Zakhmi Dil,{},25 Nov 1994,"Action, Romance",Hindi,Raju Subramanyam,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,D N Films,T-Series,"",""
534917,Ikke Pe Ikka,{},11 Oct 1994,"Comedy, Action, Romance",Hindi,Raj Sippy,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Mudra Arts,"","",""
534810,Jai Kishan,{},10 Jun 1994,"Action, Drama, Family Drama",Hindi,Sunil Agnihotri,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,Shalimar International,"","",""
508581,Sainik,{},9 Oct 1993,"Action, Family Drama",Hindi,Sikander Bharti,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
508659,Waqt Hamara Hai,{},2 Jul 1993,"Action, Romance",Hindi,Bharat Rangachary,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507893,Ashant,{},1 Jan 1993,Action,Hindi,Keshu Ramsay,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
508093,Mr Bond,{},16 Apr 1992,Action,Hindi,Raj Sippy,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
502852,Aaj,{},1 Jan 1990,"Social, Offbeat",Hindi,Mahesh Bhatt,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
740482,Piku,Released,8 May 2015,Comedy,Hindi,Shoojit Sircar,C,{},24 Apr 2015,DIL/2/65/2015,125 Minutes,U/A,0.0,MSM Motion Pictures|  Saraswati Entertainment| Rising Sun Films Production,Zee Music Company,"",""
9568054,The Virgins,{},{},{},{},{},{},{},{},{},{},{},{},"","","",""
506711,Kairee,{},1 Jan 2000,{},Hindi,Amol Palekar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
540921,Yeh Faasley,Released,4 Mar 2011,"Drama, Social",Hindi,Yogesh Mittal,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Bhawani Pictures,"","",""
584602,Meri Pyaari Bindu,Under Production,2016,Romance,Hindi,Akshay Roy,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Yash Raj Films,"","",""
505810,Open Doors,{},1 Jan 2006,"Social, Short Film",English,Alankrita Shrivastava,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503535,Tum Milo Toh Sahi,{},2 Apr 2010,"Drama, Social",Hindi,Kabir Sadanand,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Fourth Wall Productions,Sony Music,"",""
533330,Fatso,Released,4 May 2012,"Comedy, Romance",Hindi,Rajat Kapoor,C,{},19 Mar 2010,Not Available.,Not Available.,Not Available.,2784.28,Pritish Nandy Communications,T-Series,"",""
551001,Dhama Chaukdi,Released,31 Aug 2012,Comedy,Hindi,Arhan Akhtar,C,{},23 Aug 2012,DIl/3/32/2012,120 Minutes,A,0.0,VR Gadholia Film Production|Akanksha Arts,FilmyBox Music,"",""
6746045,Jab Tum Kaho,Released,26 Feb 2016,Drama,Hindi,Vikram Shankar,C,{},2 Oct 2016,DIL/2/30/2016,99 Minutes,U/A,0.0,Kalptaru Films Pvt. Ltd| Black Pearl Movie Pvt. Ltd.,T-Series,"",""
54397,Mere Baap Pehle Aap,{},13 Jun 2008,"Comedy, Social",Hindi,Priyadarshan,C,{},Not Available.,CIL/1/76/2008,Not Available.,U,0.0,Shemaroo Entertainment,T-Series,"",""
538466,Aap Ki Khatir,{},25 Aug 2006,"Drama, Social, Romance, Family Drama",Hindi,Dharmesh Darshan,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Venus Records & Tapes,Venus Records & Tapes,,""
539136,Deewana Tere Naam Ka,{},1 Jan 2002,{},Hindi,Rajat Rawail,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,RTV Films,"","",""
534581,Laawaris,{},5 Mar 1999,Action,Hindi,Shrikant R Sharma,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
505953,Love You Hamesha,{},1 Jan 1999,{},Hindi,Kailash Surendranath,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
539738,Kudrat,{},11 Dec 1998,{},Hindi,Raj N Sippy,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
508844,Doli Sajake Rakhna,{},27 Nov 1998,{},Hindi,Priyadarshan,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
539962,Mohabbat,{},19 Sep 1997,Love Triangle,Hindi,Reema Rakesh Nath,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Dashaka Films,Saregama-HMV,"",""
533187,Himalyaputra,{},4 Apr 1997,"Drama, Action, Romance",Hindi,Pankaj Parashar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
553635,Rangrezz,Released,21 Mar 2013,Drama,Hindi,Priyadarshan,C,{},15 Mar 2013,DIL/2/51/2013,148 Minutes,U/A,0.0,Pooja Entertainment India Ltd.,Sony Music,"",""
503695,The Party,{},2010,Social,Hindi,Sunil Babbar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
746214,Dear v/s Bear,Released,26 Sep 2014,"Romance, Thriller",Hindi,Sanjeev Vedwan,C,{},18 Sep 2014,DIL/2/207/2014,144 Minutes,U/A,0.0,Rajlaxmi Movies,Lotus Music,"",""
547527,Mr. Majnu,{},5 Aug 2011,Romance,Hindi,Geeta Tomar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Uppal Films Entertainment,"","",""
534135,Gauri - The Unborn,{},30 Nov 2007,Thriller,Hindi,Aku Akbar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Myth Productions|Adlabs Films Ltd,"","",""
539924,Mera Salaam,{},1 Jan 1957,Romance,Hindi,Harbans,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Sushil Pictures,"","",""
502784,Aadhi Roti,{},1 Jan 1957,Social,Hindi,Chandrakant 1,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539309,Indra Sabha,{},1 Jan 1956,Mythological,Hindi,N Vakil,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Shah Pictures,"","",""
503905,Bumm Bumm Bole,Released,14 May 2010,"Drama, Social, Children",Hindi,Priyadarshan,C,{},6 May 2010,CIL/1/62/2010,115 Minutes,U,0.0,Sanjay Ghodawat Group|Percept Picture Company,T-Series,"",""
538515,Anubhav,{},5 Jun 2009,"Drama, Social",Hindi,Rajiv Nath,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,MMR Entertainment Pvt Ltd,"","",""
539083,"Diner De Cons,Le",{},25 Jun 1998,Comedy,English,Francis Veber,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
508362,Phir Wohi Awaaz,{},17 Jul 1998,{},Hindi,Suresh Babu Malge,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506242,Panghat,{},1 Jan 1943,Social,Hindi,K J Parmar Mahesh Chander,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Prakash Pictures,Saregama-HMV,"",""
505611,Malan,{},1 Jan 1942,Social,Hindi,V M Vyas,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Sunrise Pictures Pvt. Ltd.,"","",""
504571,Jeevan Natak,{},1 Jan 1935,Social,Hindi,Debki Bose,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Debaki Bose Prod,"","",""
504382,Nav Bharat,{},1 Jan 1934,Social,Hindi,Chunni Lal Parekh,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Victory Pictures,"","",""
506364,Khak Ka Putla,{},1 Jan 1934,{},Hindi,G R Sethi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507914,Aurat Ka Dil,{},1 Jan 1933,Social,Hindi,H R Soni,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Trilok Cine Tone,"","",""
503969,Suryakumari,{},1 Jan 1933,Social,Hindi,Dhirubhai Desai,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Vishnu Cine,"","",""
506914,Highway 203,{},1 Jan 2011,Thriller,Hindi,Shadaab Khan,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,Hello Films,"","",""
506045,Lakhon Ki Baat,{},1 Jan 1984,"Comedy, Romance",Hindi,Basu Chatterjee,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503391,Basti Aur Bazar,{},1 Jan 1973,Social,Hindi,Rajdeep,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
548938,Mr. Money,Under Production,2012,"Comedy, Romance",Hindi,Rikshit Matta,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
671391,Finding Fanny,Released,12 Sep 2014,Social,Hindi,Homi Adajania,C,{},8 Sep 2014,DIL/2/194/2014,105 Minutes,U/A,0.0,Fox Star Studios| Maddock Films,Sony Music,"",""
545550,Harry Potter And The Deathly Hallows - Part 2,Under Production,15 Jul 2011,"Adventure, Fantasy",Telugu,David Yates,C,{},7 Jul 2011,VFL/2/109/2011,126 Minutes,N,0.0,Warner Bros,"","",""
537939,Harry Potter and the Deathly Hallows - Part 1,{},19 Nov 2010,"Adventure, Fantasy",Hindi,David Yates,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Warner Bros,"","",""
507744,American Daylight,{},1 Dec 2011,Thriller,English,Roger Christian,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
4887580,Terminator Genisys (English),Released,1 Jul 2015,Action,English,Alan Taylor,C,{},29 Jun 2015,DFL/2/52/2015,126 Minutes,U/A,0.0,"","","",""
538801,Angaarey,{},1 Jan 1986,Romance,Hindi,Rajesh Seth,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
553997,Sambandh,{},1 Jan 1982,Family Drama,Hindi,Shibbu Mitra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Seth Productions,"","",""
540172,Payal Ki Jhankar,{},1 Jan 1980,"Musical, Romance",Hindi,Satyen Bose,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503278,Yeh Kaisa Insaaf,{},1 Jan 1980,Family Drama,Hindi,Dasari Narayana Rao,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503261,Balak Aur Janwar,{},1 Jan 1975,"Children, Family Drama",Hindi,Nanubhai Bhatt,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539836,Majboor,{},6 Dec 1974,"Suspense, Thriller, Family Drama",Hindi,Ravi Tandon,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
546645,Bhoot Returns,Released,12 Oct 2012,Horror,Telugu,Ram Gopal Varma,C,{},5 Oct 2012,DIL/3/46/2012,90 Minutes,A,0.0,Eros International|Alumbra Entertainment,"","",""
550999,Skyfall,Released,1 Nov 2012,Thriller,English,Sam Mendes,C,{},29 Oct 2012,DFL/2/63/2012,140 Minutes,U/A,0.0,"","","",""
508849,Hastey-Hastey,{},30 May 2008,"Social, Romance",Hindi,Ramanjit Juneja,C,{},Not Available.,CIL/2/48/2008,Not Available.,B,0.0,Go Cam Films P. Ltd,T-Series,"",""
566614,Chittagong,Released,12 Oct 2012,Social,Hindi,Bedabrata Pain,C,{},3 Oct 2012,DIL/1/48/2012,105 Minutes,A,3400.46,Bohra Bros Pvt. Ltd|AKFPL Production,BB Music Studio,"",""
5572259,Mission: Impossible - Rogue Nation (English),Released,7 Aug 2015,Action,Hindi,Christopher McQuarrie,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
7180338,The Revenant (English),Released,26 Feb 2016,Action,English,Alejandro Gonzalez Inarritu,{},{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
540224,Prithviraj Sayogita,{},{},{},{},{},{},{},{},{},{},{},{},"","","",""
508102,Prithviraj Sayogita,{},1 Jan 1933,History,Hindi,Nanasaheb Sarpotdar,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Maharastra Cine,"","",""
3821546,Sabki Bajegi Band,Released,1 May 2015,Drama,Hindi,RJ Anirudh Chawla,C,{},Not Available.,Not Available.,Not Available.,A,0.0,Percept Picture Company|Yen Movies Production,T-Series,"",""
506164,Kisses Love Phillum Dosti-Truth Or Dare,Under Production,2011,{},Hindi,Anirudh Chawla,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
7723067,Kung Fu Panda 3 (English),Released,1 Apr 2016,"Animation, Action, Adventure",English, Alessandro Carloni,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,DreamWorks Animation,"","",""
507980,"Marche de l'empereur, La",{},22 Jul 2005,"Family Drama, Documentary",English,Luc Jacquet,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
547864,Khushiyaan,Under Production,2016,Family Drama,Punjabi,Tirlok Malik,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506943,Hisss,{},22 Nov 2010,"Thriller, Fantasy",Hindi,Jennifer Lynch,C,{},30 Sep 2010,CIL/3/77/2010,138 Minutes,A,0.0,Split Image Pictures|Venus Records & Tapes,Venus Records & Tapes,"",""
740310,Bezubaan Ishq,Released,3 Jul 2015,Love / Romance,Hindi,Jashwant Gangani,C,{},17 Jun 2015,DIL/1/70/2015,130 Minutes,U,0.0,Gangani Motion Pictures,Sony Music,"",""
7144774,Baywatch (English),Under Production,2016,{},English,Seth Gordon,{},{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
4488060,San Andreas,Released,29 May 2015,Action,English,Brad Peyton,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Warner Bros.,"","",""
539082,"D?ner de cons,Le",{},{},{},{},{},{},{},{},{},{},{},{},"","","",""
534438,Karma-Crime Passion Reincarnation,{},12 Jun 2009,"Crime, Reincarnation",Hindi,M. R. Shahjahan,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Picture Perfect|Golden Ticket Films,"","",""
9878448,The Secret Life of Pets (English),Released,8 Jul 2016,"Animation, Comedy",English,Chris Renaud,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
534745,Gulliver's Travel,{},19 May 2006,"Adventure, Animation",Hindi,Anita Udeep,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Mayajaal,"","",""
534086,Bombay Boys,{},25 Dec 1998,{},Hindi,Kaizad Gustad,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Film Works,BMG-Crescendo,"",""
538994,Bhagyawan,{},1 Jan 1953,Social,Hindi,Datta Dharamadhikari,B,{},Not Available.,Not Available.,Not Available.,NA,0.0,Rup Kamal Chitra,"","",""
506500,Karorepati,{},1 Jan 1961,"Comedy, Social",Hindi,{},B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
553985,Sadhna,{},1 Jan 1958,"Musical, Family Drama",Hindi,B R Chopra,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,B R Films,"","",""
506699,Ha Ha He He Ho Ho,{},1 Jan 1955,Comedy,Hindi,P L Santoshi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
540539,Vachan,{},1 Jan 1955,Family Drama,Hindi,Raj Rishi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Goel Cine Corporation,"","",""
538853,Aulad,{},1 Jan 1955,Family Drama,Hindi,Mohan Sehgal,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Kuldeep Pictures,"","",""
505257,Salaam Bombay!,Released,1 Jan 1989,"Drama, Social, Offbeat",Hindi,Mira Nair,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,N F D C|Mirabai Films,"","",""
507623,Reporter,{},1 Jan 1946,Action,Hindi,D S Potdar,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Bombay Films,"","",""
540265,Qatil,{},1 Jan 1944,Suspense,Hindi,K L Khan,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Amit Pictures,"","",""
508378,Pistolwali,{},1 Jan 1943,Action,Hindi,Nari Ghadiali,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,National Theatres,"","",""
554072,Sheikh Chilli,{},1 Jan 1942,Comedy,Hindi,Kikubhai Desai,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Paramount Films,"","",""
503580,Toofani Tamancha,{},1 Jan 1935,Costume Drama,Hindi,R N Vaidya,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Paramount Films,"","",""
505457,Masta Fakir,{},1 Jan 1934,Social,Hindi,D N Madhok,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
538693,Aandhiyan,{},1 Jan 1952,Love Triangle,Hindi,Chetan Anand,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Navketan Films,"","",""
538658,Aabe Hayat,{},1 Jan 1933,Costume Drama,Hindi,Krishna Gopal,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,East India Films Co,"","",""
753718,Solid Patels,Completed,2015,Comedy,Hindi,Saurabh Varma,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Krian Media,Zee Music Company,"",""
590531,Life Mein Hungama Hai,Released,26 Apr 2013,Children,Hindi,Sunil Advani,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Nine Lives Films,T-Series,"",""
506735,Kahani-A Unique Story,Stuck/On Hold,2012,{},Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
538157,332 Mumbai To India,Released,17 Dec 2010,Thriller,Hindi,Mahesh Pandey,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,K Sera Sera|Sangeeth Sivan Productions,EMI Music,"",""
531745,Do Knot Disturb,{},2 Oct 2009,Comedy,Hindi,David Dhawan,C,{},Not Available.,CIL/2/126/2009,Not Available.,B,0.0,Pooja Entertainment India Ltd.|Reliance Big Pictures,Big Music,"",""
505921,Maamu Tension Nai Leneka,{},1 Jan 2009,{},Hindi,Habeeb Naseer,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507951,Navra Mazha Navsacha,{},19 Mar 2004,Comedy,Marathi,Sachin Pilgaonkar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
534586,Bikaao-On Sale,{},11 Feb 2004,{},Hindi,B R Ishara,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A1 Cine Creations,"","",""
589394,War Chhod Na Yaar,Released,11 Oct 2013,Comedy,Hindi,Faraz Haider,C,{},4 Oct 2013,DIL/2/200/2013,119 Minutes,U/A,0.0,AOPL Entertainment Pvt Ltd.,T-Series,"",""
504711,Mumbai Cutting,Completed,2012,{},Hindi,Manish Jha,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Sahara Motion Pictures|Sahara One Motion Pictures,"","",""
7780604,Tadka,Under Production,2017,Comedy,Hindi,Prakash Raj,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
7072150,Fukrey Sequel,Under Production,2016,Comedy,Hindi,Mrigdeep Singh Lamba,{},{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Excel Entertainment,"","",""
570915,"Maya, Vanilla and Strawberries",Under Production,2016,Drama,Hindi,Ravi Rai,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
4403713,Rorav,Under Production,2016,Thriller,Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
744918,Love Affair,Under Production,2016,{},Hindi,Soni Razdan,C,{},Not Available.,Not Available.,Not Available.,U/A,0.0,T-Series Super Cassettes Industries Ltd.| Fish Eye Network Pvt Ltd,"","",""
537555,Haat,Under Production,12 Dec 2011,Social,Hindi,Seema Kapoor,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506535,Pehli Nazar Ka Pyaar,{},14 Nov 2008,{},Hindi,Arshad Khan,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Jabeen International,"","",""
510900,Krishna Cottage,{},16 Apr 2004,{},Hindi,Santram Verma,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Balaji Telefilms Ltd,Times Music,"",""
547817,Oh God! Saare Hain Fraud,Under Production,2016,Comedy,Hindi,Ashu Trikha,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Sri Triveni Films International,"","",""
3282274,Wedding Pullav,Released,16 Oct 2015,Love / Romance,Hindi,Binod Pradhan,C,{},10 May 2015,DIL/2/212/2015,123 Minutes,U/A,0.0,GR8! Entertainment,Zee Music Company,"",""
4920565,S.P. Khan Ek Nayi Kranti,Released,10 Jul 2015,Drama,Hindi,Prakash Jadhav,C,{},7 Jul 2015,DIL/2/120/2015,139 Minutes,U/A,0.0,Sadguru Productions,"","",""
745768,Dhund Lenge Manzil Hum,Released,10 Oct 2014,"Drama, Social",Hindi,R. Gautam,C,{},1 Oct 2014,DIL/1/142/2014,135 Minutes,U,0.0,S.K.M.H. Films Productions|Darshnik Mumbai News Paper,"","",""
549376,Don Ke Baad Kaun?,Released,23 Dec 2011,"Action, Thriller",Hindi,Vijay Saxena,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,VS Music & Films Ltd,"","",""
546284,London Calling,{},5 Feb 2010,Drama,Hindi,B Subhash,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507045,Pret Atma,{},1 Jan 2009,Horror,Hindi,Rajesh Mittal,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
508075,Mudrank,{},8 Aug 2008,{},Hindi,Shakir Shaikh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Aditya Cinema,Dhol Music,"",""
507977,Manthan Ek Kashmakash,{},4 Jan 2008,{},Hindi,Kumar Raj,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Kumar Raj Productions,"","",""
503266,Bali Umar Ko Salaam,{},1 Jan 2007,{},Hindi,Tanmay,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Raj Dhairya Entertainment,"","",""
535018,Hosh - Be Awake,{},6 Aug 2004,{},Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Shaan Performing Group,"","",""
534547,Khula Bazaar,{},16 Apr 2004,{},Hindi,Irfan,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
510915,Return Of Gadar,{},5 Oct 2002,{},Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
534129,Gangabai,{},16 Aug 2002,{},Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
540260,Qaidi,Released,3 May 2002,{},Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
535167,Aakhri Intequam,{},12 Apr 2002,Action,Hindi,Rajesh Bakshi,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
508019,Memsaab No 1,{},8 Feb 2002,{},Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
201795,Maa Tujhhe Salaam,{},25 Jan 2002,{},Hindi,Tinu Verma,C,{},Not Available.,CIL/2/5/2002,Not Available.,B,0.0,"",Universal,"",""
534527,Khooni Bistar,{},18 Jan 2002,Horror,Hindi,{},C,{},Not Available.,CIL/3/78/2001,Not Available.,A,0.0,"","","",""
503689,The Revenge Of Geeta Mera Naam,{},1 Jan 2000,Action,Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506421,Geeta Mera Naam:The Revenge,{},1 Jan 2000,Action,Hindi,Rajesh Mittal,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
505797,Madom Don,{},1 Jan 1999,{},Hindi,R K Joshi,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
538882,Baba,{},1 Jan 1997,Action,Hindi,Rana Jaiswal,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
533260,Khuda Gawah,{},8 May 1992,"Drama, Action, Adventure",Hindi,M S Anand,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Glamour Films,Tips Music Films,"",""
507518,Rahemdil Jallad,{},1 Jan 1985,Action,Hindi,Qamar Narvi,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507820,Anokha Modh,{},1 Jan 1985,Action,Hindi,Kamal Choudhary,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
