id,name,Status,Release_Date,Genre,Language,Director,Color,Censor_Details,Censor_Dates,Censor_Certificate_No,Runtime,Certification,Length_in_metres,Banner,Music_Company,Studio,Shooting_Location
4141605,Un - Freedom,Under Production,2016,"Crime, Romance, Drama",Hindi,Raj Amit Kumar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Dark Frames| 69 Productions,"","",""
664527,Welcome Back,Released,4 Sep 2015,Comedy,Hindi,Anees Bazmee,C,{},31 Aug 2015,DIL/2/180/2015,153 Minutes,U/A,0.0,Swiss Entertainment Pvt Ltd.|  Eros International| Base Industries Group,T-Series,"",""
537925,Aarakshan,Under Production,12 Aug 2011,Social,Hindi,Prakash Jha,C,{},20 Jun 2011,CIL/2/75/2011,Not Available.,U/A,4593.16,Prakash Jha Productions|Base Industries Group,Sony Music,"",""
534507,Khoon Aur Paani,{},10 Apr 1981,"Action, Family Drama",Hindi,Chand,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A G Films,"","",""
507163,Shaitan,Released,1 Jan 1974,"Suspense, Thriller",Hindi,Feroz Chinoy,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507675,Rampur Ka Laxman,{},1 Jan 1972,"Musical, Family Drama",Hindi,Manmohan Desai,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
504992,Dil Ka Raja,{},1 Jan 1972,Action,Hindi,P Madhavan,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
539916,Mela,{},1 Jan 1971,Family Drama,Hindi,Prakash Mehra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
508309,Patthar Ke Sanam,{},1 Jan 1968,"Romance, Musical",Hindi,Raja Nawathe,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A G Films,Saregama-HMV,"",""
539821,Mahabharat,{},1 Jan 1965,"Action, Musical",Hindi,Babubhai Mistri,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A G Films,"","",""
504471,Jeena Iseeka Naam Hai,{},1 Jan 1982,Social,Hindi,P D Shenoy,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
201609,Pratibandh,{},28 Sep 1990,"Drama, Action",Hindi,Ravi Raja,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Tips Music Films,"",""
506659,Kalaignan,{},1 Jan 1993,"Action, Thriller",Tamil,A B Vijay,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
54568,Phir Milenge,{},27 Aug 2004,Drama,Hindi,Revathi,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Sahara One|Percept Picture Company,T-Series,"",""
503324,Yaaron Ka Yaar,{},1 Jan 1977,{},{},A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
538770,Amaanat,{},1 Jan 1976,Family Drama,Hindi,A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507936,Naya Din Nai Raat,{},1 Jan 1974,"Family Drama, Offbeat",Hindi,A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
539790,Loafer,Released,1 Jan 1973,Romance,Hindi,A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539596,Joru Ka Gulam,{},1 Jan 1972,"Comedy, Family Drama",Hindi,A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,United Fours,"","",""
504051,Sub Ka Saathi,{},1 Jan 1972,Social,Hindi,A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539810,Maalik,{},1 Jan 1972,Family Drama,Hindi,A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506587,Gopi,{},1 Jan 1970,"Comedy, Action, Family Drama",Hindi,A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
538666,Aadmi,{},1 Jan 1968,Romance,Hindi,A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,P S V Films,"","",""
505152,Sadhu Aur Shaitan,{},1 Jan 1968,Comedy,Hindi,A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Mehmood Productions,"","",""
539289,Gauri,{},1 Jan 1968,Family Drama,Hindi,A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Shivaji Films,"","",""
505273,Meharbaan,{},1 Jan 1967,Family Drama,Hindi,A Bhim Singh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A V M Production,Saregama-HMV,"",""
508401,Pooja Ke Phool,Released,1 Jan 1964,"Musical, Family Drama",Hindi,A Bhim Singh,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A V M Production,Saregama-HMV,"",""
505731,Main Chup Rahungi,{},1 Jan 1962,"Musical, Family Drama",Hindi,A Bhim Singh,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A V M Production,Saregama-HMV,"",""
502868,Aayee Phir Bahar,{},1 Jan 1960,"Musical, Family Drama",Hindi,A Bhim Singh,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,National Pictures,"","",""
506507,Gharonda,{},1 Jan 1977,"Romance, Family Drama",Hindi,A Bhimsen,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
507607,Rakhi,{},1 Jan 1962,Family Drama,Hindi,A Bhimsen,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Pashuram Pictures,Saregama-HMV,"",""
506657,Kalathur Kannamma,{},1 Jan 1960,{},Tamil,A Bhimsen,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506433,Parthal Pasi Theerum,{},1 Jan 1958,{},Tamil,A Bhimsen,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
538926,Bahu Rani,{},1 Jan 1950,Social,Hindi,S M Yusuf,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Harish Chandra Pictures,"","",""
539240,Ek Nazar,{},1 Jan 1972,"Social, Romance",Hindi,B R Ishara,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
504961,Dil Bhi Tera Hum Bhi Tere,{},1 Jan 1960,Family Drama,Hindi,A C Hingo,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Kanwar Kala Mandir,Saregama-HMV,"",""
540378,Shukriya,{},1 Jan 1989,Family Drama,Hindi,A C Trilok Chandra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
55018,Teri Kasam,{},28 May 1982,Romance,Hindi,A C Trilok Chandra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
503109,Baawri,{},1 Jan 1982,{},{},A C Trilok Chandra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
505734,Main Bhi Ladki Hoon,{},1 Jan 1964,"Musical, Family Drama",Hindi,A C Trilok Chandra,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Murugan Bros,"","",""
504876,Neera Aur Nanda,{},1 Jan 1983,Social,Hindi,Junnarkar,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Rajhuns Films,"","",""
528707,Phaans - Ek Jasoos Ki Kahani,{},5 Feb 2010,Thriller,Hindi,A Chitransh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507272,Insaaniyat Ke Devta,{},1 Jan 1993,"Family Drama, Drama",Hindi,K C Bokadia,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,D S Films,Venus Records & Tapes,"",""
539880,Mausam,{},1 Jan 1976,"Romance, Musical",Hindi,Gulzar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,P M Films,Saregama-HMV,"",""
62847,Roop Basant,{},1 Jan 1949,Social,Hindi,A Desai,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Mohan Pictures,"","",""
539577,Jeene Do,{},1 Jan 1948,Social,Hindi,Majid,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Jai Hind Ch,"","",""
504320,Shree Krishna Leela,{},1 Jan 1970,{},Hindi,Homi Wadia,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
504237,Sipaahi,{},1 Jan 1941,Social,Hindi,Dawood,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
201831,Hera Pheri,{},31 Mar 2000,"Comedy, Drama",Hindi,Priyadarshan,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
539760,Lahu Ke Do Rang,{},21 Mar 1997,"Drama, Action",Hindi,Mehul Kumar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A G Films,"","",""
506267,Parampara,{},14 May 1993,"Drama, Family Drama",Hindi,Uday Chopra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A G Films,Saregama-HMV,"",""
534864,Jhootha Sach,{},16 Nov 1984,Family Drama,Hindi,Esmayeel Shroff,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A G Films,Saregama-HMV,"",""
508247,Parda,{},1 Jan 1949,Social,Hindi,A G Surma,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,K Pictures,"","",""
505101,Mere Sajan,{},1 Jan 1941,Social,Hindi,A H Essa,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Empire Films,"","",""
503889,Taqdeer Ki Tope,{},1 Jan 1939,Action,Hindi,A H Essa,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Rex Pictures,"","",""
503648,Thunder,{},1 Jan 1939,Action,Hindi,A H Essa,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Rex Pictures,"","",""
508110,Pucca Badamash,{},1 Jan 1939,Action,Hindi,A H Essa,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Rex Pictures,"","",""
504220,Sita Haran,{},1 Jan 1936,Mythological,Hindi,A H Essa,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Madan Theatres,"","",""
539199,Doctor,{},1 Jan 1941,Family Drama,Hindi,Sobodh Mitter,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,New Theatres,"","",""
540411,Street Singer,{},1 Jan 1938,"Social, Musical",Hindi,Phani Mazumdar,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,New Theatres,"","",""
539144,Devdas,{},1 Jan 1935,"Drama, Romance",Hindi,P C Barua,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,New Theatres,"","",""
507166,Shahzadi,{},1 Jan 1992,Action,Hindi,A Habib,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
540352,Shahenshah,{},2 Dec 1988,Action,Hindi,Prabhat Kumar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Venus Records & Tapes,"",""
539627,Kaalia,{},25 Dec 1981,"Action, Musical, Family Drama",Hindi,Tinu Anand,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
503107,Baat Ban Jaye,{},1 Jan 1986,"Action, Comedy",Hindi,Bharat Rangachary,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
504106,Chalti Ka Naam Zindagi,{},1 Jan 1981,Comedy,Hindi,Kishore Kumar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
503134,Badhti Ka Naam Dadhi,{},1 Jan 1974,Comedy,Hindi,Kishore Kumar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
505346,Door Ka Raahi,{},1 Jan 1971,"Social, Offbeat",Hindi,Kishore Kumar,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
503778,Tehqiqaat,{},1 Jan 1993,Crime,Hindi,A Jagannath,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506909,Kaadhal Parisu,{},1 Jan 1987,{},Tamil,A Jagannath,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
504825,Moondru Mugham,{},1 Jan 1983,Drama,Tamil,A Jagannath,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503754,Thanga Magan,{},1 Jan 1983,{},Tamil,A Jagannath,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
508433,Pyar Ki Baazi,{},1 Jan 1967,Romance,Hindi,S J Keshwani,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,P Salem Prod,"","",""
503113,Baba Taraknath,{},1 Jan 1980,Religious,Hindi,A K Chatterjee,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539022,Bindiya,{},1 Jan 1961,Social,Hindi,Krishna Panju,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A V M Production,"","",""
504307,Chhaya,{},1 Jan 1961,"Romance, Musical",Hindi,Hrishikesh Mukherjee,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,A V M Production,Saregama-HMV,"",""
539654,Kalpana,{},1 Jan 1948,Social,Hindi,Uday Shanker,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Stage & Screen,"","",""
514744,Sholay 3D,Released,3 Jan 2014,"Romance, Thriller, Adventure, Comedy, Drama, Action",Hindi,Ramesh Sippy,C,{},27 Dec 2013,DIL/1/161/2013,207 Minutes,U,0.0,Sippy Films,"","",""
551351,Krishna Aur Kans,Released,3 Aug 2012,Animation,Hindi,Vikram Veturi,C,{},29 Jun 2012,Not Available.,Not Available.,Not Available.,3226.7,Reliance Entertainment,T-Series,"",""
513057,Humsey Hai Jahaan,{},6 Jun 2008,{},Hindi,Mashhoor Amrohi,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
508081,Mr. Prime Minister,{},30 Dec 2005,Comedy,Hindi,Dev Anand,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Navketan Films|P R Films,Times Music,"",""
540117,Paheli,Released,24 Jun 2005,"Fantasy, Love Triangle",Hindi,Amol Palekar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Red Chillies Entertainment,T-Series,"",""
508550,Sab Kuch Hai Kuch Bhi Nahin,{},15 Apr 2005,{},Hindi,Abhik Bhanu,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
54495,Dil Maange More,{},31 Dec 2004,Romance,Hindi,Anant Mahadevan,C,{},Not Available.,CIL/1/118/2004,Not Available.,U,0.0,Fourth Wall Productions,T-Series,"",""
534391,Maa Santoshi Maa,{},18 Jul 2003,Drama,Hindi,Jatin Kumar,C,{},Not Available.,CIL/1/49/2003,Not Available.,U,0.0,"",T-Series,"",""
540214,Prem Bandhan,{},9 May 2003,{},{},Ramanand Sagar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
508612,Sharaarat,{},7 Dec 2002,{},Hindi,Gurudev Bhalla,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Tips Music Films,"",""
201843,Lagaan: Once Upon a Time in India,Released,15 Jun 2001,"Musical, Drama, Romance, Sports",Hindi,Ashutosh Gowariker,C,{},Not Available.,CIL/1/24/2001,Not Available.,U,0.0,Aamir Khan Productions,Sony Music,"",""
201781,Thakshak,{},3 Dec 1999,"Drama, Action, Crime, Thriller",Hindi,Govind Nihalani,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
534765,Yeh Aashiqui Meri,{},16 Jan 1998,{},Hindi,Akash Khurana,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
538448,Tere Mere Sapne,{},6 Dec 1996,"Comedy, Romance",Hindi,Joy Augustine,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
538536,Kismat,{},16 Jun 1995,"Action, Musical, Family Drama",Hindi,Harmesh Malhotra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Eastern Films,"","",""
506488,Ghar Ka Kanoon,{},1 Jan 1995,Social,Hindi,Ramnath Shukla,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
201719,Dilwale,{},4 Feb 1994,"Drama, Action, Romance, Musical",Hindi,Harry Baweja,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Venus Records & Tapes,"",""
201932,Khalnayak,Released,6 Aug 1993,"Drama, Action",Hindi,Subhash Ghai,C,{},Not Available.,Not Available.,190 Minutes,NA,0.0,Mukta Arts Ltd,Tips Music Films,"",""
540321,Roop Ki Rani Choron Ka Raja,{},16 Apr 1993,"Drama, Action, Romance, Musical",Hindi,Satish Kaushik,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Narsimha Enterprises,Saregama-HMV,"",""
538834,Apradhi,{},6 Nov 1992,Action,Hindi,K Ravi Shankar,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
534804,Jagruti,{},3 Jul 1992,"Drama, Social, Musical",Hindi,Suresh Krissna,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
55918,Meera Ka Mohan,{},7 Feb 1992,{},Hindi,K Ravi Shankar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
534306,Dushman Devta,{},29 Mar 1991,Action,Hindi,Anil Ganguly,C,{},18 Mar 1991,15065,Not Available.,U,4286.1,"","","",""
534113,Farishtay,{},22 Feb 1991,Action,Hindi,Anil Sharma,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,S G S Films,"","",""
508390,Police Public,{},11 May 1990,"Suspense, Thriller",Hindi,Esmayeel Shroff,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
539446,Ilaaka,{},12 May 1989,Action,Hindi,Aziz Sejawal,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
507859,Apne Begaane,{},1 Jan 1989,Family Drama,Hindi,Madhu Tejpal,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
538831,Apna Ghar,{},1 Jan 1989,Family Drama,Hindi,Kalpataru,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Sunny Films,"","",""
533270,Khoon Bhari Maang,{},12 Aug 1988,"Action, Thriller, Drama",Hindi,Inayat,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,Film Craft,"","",""
535163,Aakhri Adalat,{},10 Jun 1988,Action,Hindi,Rajiv Mehra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
534946,Jaan Hatheli Pe,{},4 Sep 1987,Action,Hindi,R Jhalani,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539086,Dacait,{},9 Apr 1987,Action,Hindi,Rahul Rawail,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
508473,Satyamev Jayate,{},7 Mar 1987,Social,Hindi,Raj N Sippy,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
539568,Jalwa,{},1 Jan 1987,"Action, Thriller",Hindi,Pankaj Parashar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
55809,Mera Yaar Mera Dushman,{},1 Jan 1987,Musical,Hindi,Anil Ganguly,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
507339,Jaago Hua Savera,{},1 Jan 1987,"Action, Social",Hindi,Shaukat Jamali,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
55767,Ek Chadar Maili Si,Released,5 Dec 1986,Drama,Hindi,Sukhwant Dhadda,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"",T-Series,"",""
504915,New Delhi Times,{},1 Jan 1986,Drama,Hindi,Romesh Sharma,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
508050,Meri Jung,{},11 Oct 1985,Action,Hindi,Subhash Ghai,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
540325,Saagar,{},8 Sep 1985,"Drama, Romance",Hindi,Ramesh Sippy,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Sippy Films,Polygram,"",""
508529,Ram Teri Ganga Maili,{},16 Aug 1985,"Romance, Musical",Hindi,Raj Kapoor,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,R K Films,Saregama-HMV,"",""
508577,Saheb,{},14 Feb 1985,"Action, Romance, Family Drama",Hindi,Anil Ganguly,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506585,Kamla,{},1 Jan 1985,Drama,Hindi,Jagmohan Mundhra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503627,Bewafai,{},1 Jan 1985,"Drama, Romance, Family Drama",Hindi,K Thyagarajan,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
540357,Sharaabi,{},18 May 1984,"Comedy, Action, Romance, Musical, Family Drama",Hindi,Prakash Mehra,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
534695,Aaj Ka Mla Ramavatar,{},2 Mar 1984,Drama,Hindi,Dasari Narayana Rao,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
507970,Naukar Biwi Ka,{},22 Jul 1983,"Comedy, Drama, Action",Hindi,Rajkumar Kohli,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
533279,Avtaar,{},11 Mar 1983,Family Drama,Hindi,Mohan Kumar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
540156,Pasand Apni Apni,{},1 Jan 1983,Comedy,Hindi,Basu Chatterjee,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
508215,Swami Dada,{},3 Dec 1982,"Action, Family Drama",Hindi,T.K Desai,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
508171,Star,{},22 Oct 1982,Family Drama,Hindi,Vinod Pandey,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
533286,Khud-Daar,{},30 Jul 1982,"Action, Family Drama",Hindi,Ravi Tandon,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Tips Music Films,"",""
508066,Shriman Shrimati,{},5 Mar 1982,"Comedy, Drama",Hindi,Vijay Reddy,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
538979,Bemisaal,{},5 Mar 1982,Family Drama,Hindi,Hrishikesh Mukherjee,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
66525,Dil Akhir Dil Hai,{},1 Jan 1982,{},{},Krishnakant Pandya,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
505070,Saath Saath,{},1 Jan 1982,Drama,Hindi,Raman Kumar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
503643,Bhagya,{},1 Jan 1982,Social,Hindi,Naval Kishore,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
507104,Shaukeen,{},1 Jan 1982,Comedy,Hindi,Basu Chatterjee,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
538967,Basera,{},25 Sep 1981,Family Drama,Hindi,Ramesh Talwar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Rose Movies,"","",""
539737,Kudrat,{},3 Apr 1981,"Musical, Family Drama",Hindi,Chetan Anand,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"",Saregama-HMV,"",""
534561,Krodhi,{},20 Mar 1981,"Action, Thriller",Hindi,Subhash Ghai,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
507985,Naram Garam,{},28 Feb 1981,"Comedy, Drama",Hindi,Hrishikesh Mukherjee,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
534896,Hum Panch,{},9 Jan 1981,Drama,Hindi,Bapu,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,S K Films Enterprises,"","",""
538523,Kalyug,{},1 Jan 1981,"Social, Family Drama, Offbeat",Hindi,Shyam Benegal,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539642,Kal Hamara Hai,{},1 Jan 1981,Social,Hindi,Girish Rajan,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
534906,Humkadam,{},7 Nov 1980,"Musical, Family Drama",Hindi,Anil Ganguly,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539601,Judaai,{},26 Sep 1980,Family Drama,Hindi,T Rama Rao,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506645,Phir Wohi Raat,{},15 Aug 1980,"Suspense, Horror",Hindi,Danny Denzongpa,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
508389,Thodi Si Bewafai,{},13 Jun 1980,"Musical, Family Drama",Hindi,Esmayeel Shroff,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
539651,Kali Ghata,{},25 Jan 1980,"Romance, Suspense, Thriller",Hindi,Ved Rahi,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
57204,Kashish,{},1 Jan 1980,Romance,Hindi,Amin Choudhary,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Film Arts,"","",""
540316,Ratan Deep,{},21 Dec 1979,"Family Drama, Offbeat",Hindi,Basu Chatterjee,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539686,Khandaan,{},18 Jul 1979,{},{},Anil Ganguly,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
538773,Amar Deep,{},18 May 1979,{},{},R Krishnamurty,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503152,Zulm Ki Pukar,{},1 Jan 1979,{},{},Dinesh Ramnesh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506076,Ladke Baap Se Badh Ke,{},1 Jan 1979,{},{},Subodh Mukherjee,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
508471,Satyam Shivam Sundaram,{},6 Aug 1978,{},{},Raj Kapoor,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,R K Films,"","",""
533236,Des Pardes,{},29 Jun 1978,{},{},Dev Anand,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503129,Badalte Rishte,{},1 Jan 1978,{},{},R Jhalani,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503617,Be-Sharam,{},1 Jan 1978,{},{},Deven Verma,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
540518,Tumhare Liye,{},1 Jan 1978,{},{},Basu Chatterjee,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
502883,Aaj Ka Yeh Ghar,{},1 Jan 1977,{},{},Surinder Shailaj,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506660,Kalabaaz,{},1 Jan 1977,Action,Hindi,Ashok Roy,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
